Product,Brand,Product Code,Product Specification,Price,Inward Date,Dispatch Date,Quantity Sold,Customer Name,Customer Location,Region,Core Specification,Processor Specification,RAM,ROM,SSD
Laptop,Sony,F5B75245,Close per suddenly again ago not mention partner book.,148094,2025-02-11,2025-03-26,7,Michael Hopkins,Jimenezton,North,i9,i9,32GB,1TB,512GB
Laptop,Toshiba,15363088,Artist film lose top pretty heavy.,190703,2024-08-05,2024-08-14,6,Kimberly Martinez,East Kimberlyport,North,i5,i5,4GB,128GB,1TB
Laptop,Vivo,26EF6CDD,Group party sea nation age learn financial modern some couple wonder consumer hope.,181320,2024-07-05,2024-08-23,9,Hannah French,West Leemouth,North,i3,i3,8GB,64GB,2TB
Laptop,Toshiba,AF9DEFC6,Paper either appear like mean while quite pass training standard positive pay forget.,51991,2024-12-08,2025-01-31,2,Maria White,East Michaelport,South,Ryzen 9,Ryzen 9,8GB,256GB,256GB
Mobile Phone,Dell,8F0AB1ED,Place million but everybody before trip sign rule than vote listen.,192506,2024-08-16,2024-09-23,8,Stephanie Johnson,Hooperburgh,Central,N/A,Snapdragon 7s,6GB,512GB,N/A
Mobile Phone,Oppo,0BC4AA4E,Democrat current purpose music item could suddenly forward figure tell report style.,56579,2023-10-05,2023-11-29,10,William Stout,West Madeline,Central,N/A,Apple A-Series,4GB,512GB,N/A
Mobile Phone,Lenovo,5DAEB2B3,Issue good level color media another care recognize wife move.,146854,2024-04-13,2024-06-04,1,Brian Thomas,Millertown,East,N/A,Samsung Exynos,16GB,256GB,N/A
Laptop,Oppo,2A220A41,Piece authority military foreign anyone that finally game minute today.,36260,2024-02-27,2024-02-28,10,James Washington Jr.,East Christophertown,North,i3,i3,16GB,64GB,512GB
Mobile Phone,Oppo,6B24B2EA,Color government understand statement leader glass thousand leader.,96880,2023-05-18,2023-06-18,5,Traci Dixon,Danielville,West,N/A,Snapdragon 7 Gen,12GB,64GB,N/A
Laptop,Toshiba,F6A8805B,Early just tax technology own reveal chance strategy.,38671,2024-11-30,2024-12-29,9,Sarah Parker,Christinafurt,Central,i7,i7,8GB,256GB,512GB
Mobile Phone,iQOO,D1BFD970,Agent successful fire suffer stop future part series show identify.,146562,2024-06-17,2024-07-01,2,Nicolas Reeves,Jonesbury,West,N/A,MediaTek Dimensity,16GB,256GB,N/A
Mobile Phone,Nokia,235EE2B5,Modern land decide reality scene half anything my professor talk down amount member.,15332,2024-09-15,2024-09-20,4,Charlotte Romero,Lake Carolton,South,N/A,MediaTek Helio,4GB,64GB,N/A
Mobile Phone,Toshiba,F839AE4F,Phone set lawyer fund partner eight father mind manage billion.,148108,2023-12-25,2024-02-14,7,Matthew Johnson,Lisafort,South,N/A,MediaTek Helio,12GB,64GB,N/A
Laptop,Dell,655174C2,Since life type page team collection hot position human.,148584,2024-02-29,2024-04-07,7,Kristina Hall,Johnsonland,Central,Ryzen 9,Ryzen 9,8GB,512GB,1TB
Laptop,OnePlus,CA47D027,Seat big herself over value keep you audience table research house.,142629,2024-10-26,2024-11-10,4,Brandon Noble,Port Melissa,North,Ryzen 7,Ryzen 7,12GB,64GB,2TB
Laptop,Toshiba,4D454E07,Professor great improve behavior morning staff.,150303,2024-08-05,2024-08-20,2,Ronald Sullivan,North Kellibury,South,Ryzen 9,Ryzen 9,12GB,256GB,512GB
Mobile Phone,iQOO,09D20A20,Where summer choice treatment yeah still religious consumer.,38388,2024-02-23,2024-04-05,2,Seth Navarro,Jasonshire,North,N/A,MediaTek Dimensity,12GB,128GB,N/A
Mobile Phone,Microsoft,29D8253B,Yes development through billion head able doctor.,184330,2024-08-07,2024-09-17,4,Antonio Strong,Gregoryside,East,N/A,MediaTek Dimensity,16GB,256GB,N/A
Mobile Phone,Nokia,C5D142B6,Bar poor phone environment bar purpose part.,164101,2024-02-04,2024-02-11,9,John Rodriguez,West Jose,West,N/A,Apple A-Series,16GB,512GB,N/A
Laptop,Redmi,9BCFD1E6,Responsibility tough treat method he well common boy national.,67167,2024-04-25,2024-05-16,9,Michael Delgado,Elizabethport,East,i7,i7,16GB,64GB,1TB
Laptop,Google,7FCD89A6,Value author trade often what sport important station tonight state others until nature safe.,133791,2023-10-26,2023-12-06,9,Elizabeth Roberts,Lake Matthew,Central,i7,i7,32GB,256GB,512GB
Laptop,Acer,E341ADB0,Opportunity fish strong beat ground feeling good cup weight specific eight catch this.,169551,2023-08-25,2023-09-29,1,Rebecca Rice,Darrenmouth,North,i3,i3,8GB,128GB,512GB
Mobile Phone,Google,315C6ABE,Material southern value experience school approach.,81542,2024-06-02,2024-07-31,8,Joshua Smith,Priscillatown,Central,N/A,Samsung Exynos,16GB,1TB,N/A
Laptop,Dell,E88F2F07,Debate after lot opportunity nothing development.,9141,2023-11-03,2023-12-21,7,Joshua Jordan,East Debra,East,Ryzen 5,Ryzen 5,6GB,128GB,256GB
Laptop,Toshiba,8481553E,Look reason reason dog after risk however fish million.,81060,2024-07-23,2024-08-27,2,Matthew Hanson,East Antonio,East,Ryzen 5,Ryzen 5,16GB,128GB,512GB
Laptop,Google,FFDF86C0,Because suffer miss nor enter region fire woman one nature nor.,106674,2023-04-02,2023-05-24,1,Haley Lopez,Henryland,East,i5,i5,6GB,128GB,256GB
Laptop,Redmi,A83F8F28,Nearly base item space information drive class as entire whole small camera.,193605,2023-12-02,2024-01-30,6,Brian Harris,New Dawn,South,Ryzen 9,Ryzen 9,32GB,64GB,2TB
Laptop,Dell,F4FB0DF1,Thought her house off box every.,84481,2023-06-25,2023-08-08,10,Andrew Coleman,Walkerview,South,Ryzen 7,Ryzen 7,12GB,512GB,256GB
Mobile Phone,Oppo,0E6670CD,Way mean increase become long follow law toward up real hand peace.,197573,2024-08-28,2024-08-30,10,Emma Morales,Lake Sarahstad,East,N/A,MediaTek Helio,4GB,1TB,N/A
Mobile Phone,Apple,02B6EC26,Republican leave focus happy everybody list movement water easy animal charge white have claim.,17421,2024-04-07,2024-05-27,2,John Watts,Angelamouth,East,N/A,MediaTek Helio,4GB,512GB,N/A
Mobile Phone,OnePlus,A1E46EC1,Pick wait usually inside according model develop activity end feeling team.,94705,2023-05-10,2023-05-21,3,Brett Meyer,North Jennifer,Central,N/A,Snapdragon 7s,32GB,512GB,N/A
Laptop,Redmi,E395E55C,Range heavy still perhaps guy land recent white crime ever very important.,191425,2024-11-07,2025-01-02,8,Jeffrey Brooks,North Michael,South,Ryzen 5,Ryzen 5,32GB,1TB,2TB
Mobile Phone,Sony,E61BE210,You bring listen trouble unit maintain resource stay hair account black shake.,139057,2024-03-23,2024-04-03,3,Harold Jones,East Dawnfort,East,N/A,Apple A-Series,32GB,64GB,N/A
Laptop,Lenovo,0115B845,Seem probably doctor manager authority ever development story my.,188495,2023-12-04,2024-01-16,9,Eric Gallegos,Jillhaven,East,Ryzen 5,Ryzen 5,32GB,128GB,256GB
Laptop,Realme,79D8F973,Away it we accept street international side might black.,187845,2024-08-31,2024-09-22,10,Debra Alexander,West Fernandoville,West,i7,i7,6GB,128GB,512GB
Laptop,iQOO,77AA4E16,Risk protect film indicate left him for wish information assume have however.,152553,2023-08-26,2023-09-14,10,Andrea Shaffer,Mcdonaldfurt,East,i5,i5,8GB,1TB,512GB
Mobile Phone,Motorola,DBBAE3D5,Half majority born although knowledge fund thousand real themselves party ago side.,6571,2023-10-23,2023-11-26,9,David Harper,Port Carolyn,West,N/A,MediaTek Dimensity,8GB,128GB,N/A
Laptop,Acer,A54B9F35,Civil recently I project create board.,95667,2025-02-24,2025-03-21,5,Natasha West,West Sharon,East,i7,i7,8GB,1TB,512GB
Mobile Phone,Asus,8D41372D,Arm language art concern success writer standard land avoid store enter group.,166158,2024-12-22,2025-02-20,1,Christopher Thomas,Christopherton,North,N/A,Snapdragon 7s,16GB,64GB,N/A
Mobile Phone,Toshiba,AE0FDA77,Financial term what body market other try buy see law himself really.,196755,2025-02-16,2025-02-18,7,Rick Watkins,Rachelmouth,North,N/A,Apple A-Series,12GB,1TB,N/A
Mobile Phone,Huawei,56394B36,Skin black American college or grow appear service position learn.,194501,2023-06-18,2023-08-14,3,Melinda Lee,Meganfurt,Central,N/A,Apple A-Series,32GB,64GB,N/A
Mobile Phone,Microsoft,F20AD324,Note way why price condition none life continue question but water.,30098,2024-10-31,2024-12-14,4,John Davidson,Rhodestown,Central,N/A,Snapdragon 8 Gen,8GB,64GB,N/A
Laptop,Nokia,9599AD87,Wife hard hit professor data whose throughout apply season audience scientist his five.,140001,2023-12-12,2023-12-14,8,Christine Johnson,New Biancachester,East,i7,i7,8GB,512GB,2TB
Mobile Phone,Motorola,79DD3203,From commercial culture financial language person us hand along weight spring position nature.,121193,2025-03-20,2025-05-05,2,Regina Wood,East Jaredmouth,West,N/A,Snapdragon 7s,32GB,256GB,N/A
Mobile Phone,Vivo,11C21EAA,Sound very partner me cut along fall every new.,53297,2023-07-07,2023-07-16,8,Aimee Rhodes,Lake Joseph,North,N/A,Snapdragon 8 Gen,6GB,512GB,N/A
Laptop,Apple,BC0E6549,Card can safe support would have six couple similar single open enough personal.,69057,2024-06-03,2024-06-07,8,Christopher Berg,New Davidmouth,West,i3,i3,8GB,128GB,1TB
Laptop,Dell,93755050,Organization wife reality American where already.,60433,2023-12-22,2024-01-15,10,Sarah Ellis,New Gwendolyn,Central,Ryzen 3,Ryzen 3,12GB,512GB,2TB
Laptop,Dell,1172D6C6,Heavy choice military name whether least.,95668,2024-05-19,2024-07-07,4,Lance Young,North Hannahhaven,East,Ryzen 9,Ryzen 9,16GB,128GB,1TB
Mobile Phone,HP,E7E71D5F,Significant management moment win not now perhaps throughout notice traditional identify.,55909,2024-12-14,2025-01-10,6,Tammy Hicks,Molinaview,East,N/A,Samsung Exynos,8GB,128GB,N/A
Mobile Phone,OnePlus,2C31D22F,Inside start owner already hope mean available.,125829,2024-09-25,2024-10-23,3,Samuel Bell,Jeremymouth,Central,N/A,MediaTek Helio,6GB,512GB,N/A
Mobile Phone,Huawei,45EA9FFA,Color simple moment develop environment girl her address.,123799,2024-08-18,2024-08-27,7,Bruce Carroll,Robertfurt,North,N/A,Samsung Exynos,6GB,256GB,N/A
Mobile Phone,OnePlus,6817FE11,Republican late Democrat position figure win lead best decide member decide central.,51406,2023-10-06,2023-10-07,10,Lori Davidson,Mariamouth,South,N/A,Snapdragon 8 Gen,6GB,1TB,N/A
Laptop,Microsoft,71FDC5B2,Realize political defense he author carry.,103958,2023-07-08,2023-07-14,9,Daniel Ramirez,North Joshuachester,North,i9,i9,6GB,128GB,1TB
Laptop,Vivo,EAFD5C98,Instead whose door room describe court brother scene when tell rule hotel.,154572,2024-11-11,2024-11-23,7,Justin Lewis,New Elizabeth,North,Ryzen 9,Ryzen 9,16GB,1TB,1TB
Laptop,iQOO,E46573DA,But hour certain money those debate understand break attention.,117706,2024-01-10,2024-02-28,8,Lori Atkins,South Ashley,North,Ryzen 9,Ryzen 9,4GB,256GB,2TB
Laptop,HP,EAEDAA94,Keep officer himself someone employee once human.,115517,2023-09-23,2023-10-22,8,Oscar Love,New Christopher,North,Ryzen 9,Ryzen 9,32GB,128GB,256GB
Laptop,Asus,AC2C7FB5,After clearly one tough do particularly detail rich garden soon its morning.,121991,2024-11-22,2024-12-24,8,William Thompson,North Michael,North,i7,i7,32GB,128GB,512GB
Laptop,Toshiba,B7595A8E,Black why film show natural pressure professional.,37244,2023-08-12,2023-08-29,1,Brian Wheeler,Lake Sandramouth,South,i9,i9,4GB,64GB,512GB
Mobile Phone,Nokia,DF4403A4,Enough answer image young north race until result town.,125178,2023-06-29,2023-08-16,6,Lisa Mejia,Freemanfort,North,N/A,Samsung Exynos,4GB,256GB,N/A
Laptop,Dell,1B8A24DA,Training great reduce community deep try financial recent also yard none candidate.,155534,2023-05-14,2023-06-22,8,Caroline Crawford,Katherinemouth,East,i9,i9,32GB,512GB,256GB
Mobile Phone,Acer,0022D6BB,Kid lawyer some media early meet yeah fill toward increase fire.,104851,2023-08-24,2023-09-09,9,Roger Lopez,Stephenfort,North,N/A,MediaTek Dimensity,12GB,1TB,N/A
Mobile Phone,Samsung,08E4CEC9,Hotel else seat senior human manage source fly.,68546,2024-01-02,2024-01-30,1,Norman Becker,South Pamelaville,East,N/A,Snapdragon 7 Gen,6GB,128GB,N/A
Mobile Phone,iQOO,A58E0B64,Black happen too parent detail simple far.,15598,2023-10-22,2023-12-06,9,Joseph Summers,Lake Jason,Central,N/A,Snapdragon 7 Gen,12GB,64GB,N/A
Mobile Phone,Sony,4D0726DA,Myself table six nature story analysis religious.,186753,2023-09-23,2023-11-20,1,Jennifer Lawrence,North Jeffmouth,South,N/A,Apple A-Series,12GB,512GB,N/A
Mobile Phone,Realme,2FB73305,Red front direction road but carry another building pass month yeah avoid prepare.,160745,2023-03-21,2023-05-20,4,Jasmine Gordon,Lake Jonshire,Central,N/A,Snapdragon 7 Gen,16GB,1TB,N/A
Laptop,Motorola,5AE82271,Yes very husband available them someone minute evidence big sport throw.,65550,2024-07-06,2024-07-19,10,Sandra Thompson,East John,East,Ryzen 9,Ryzen 9,6GB,256GB,1TB
Mobile Phone,Microsoft,C9B94503,Then fire benefit paper charge heavy perhaps sit.,181196,2024-10-02,2024-11-20,7,Michelle Cochran,Williamsview,South,N/A,Apple A-Series,12GB,256GB,N/A
Laptop,Apple,5BAF3972,Clear rise measure only bring build defense worry yourself.,143145,2024-03-22,2024-04-26,3,Yolanda Grant DDS,South Sheri,Central,i9,i9,8GB,64GB,256GB
Mobile Phone,Asus,D766D419,Name data hard after career join defense drop employee along quite inside.,166395,2023-05-10,2023-05-16,9,Stephanie Oliver,North Tracyport,East,N/A,Snapdragon 7s,8GB,256GB,N/A
Mobile Phone,Microsoft,82CA7697,Effect tonight trade Mrs week director across reason get Democrat lead.,119054,2024-01-14,2024-03-06,9,Jonathan Odom,New Pamela,South,N/A,Snapdragon 7s,32GB,128GB,N/A
Mobile Phone,Asus,02CA4286,Candidate state magazine let attention happy condition government some loss time.,22513,2023-09-21,2023-10-01,2,Barbara Lopez,South Mariochester,Central,N/A,Apple A-Series,6GB,128GB,N/A
Mobile Phone,Vivo,AB8FB3A7,Myself accept window yard child father dream short.,36643,2023-08-10,2023-08-17,4,Jennifer Allen,West Elizabethborough,Central,N/A,Snapdragon 7 Gen,32GB,128GB,N/A
Mobile Phone,Samsung,2AB9A80C,Certainly explain evidence democratic over point ahead vote population few upon region keep.,94203,2024-07-22,2024-07-24,3,Daniel Bright,Parkerstad,West,N/A,Snapdragon 7 Gen,32GB,128GB,N/A
Laptop,Realme,1BF3CC47,What during standard option century action piece pull development way risk must without.,18650,2023-08-24,2023-09-14,8,Gerald Hardin,New Heatherstad,East,i3,i3,32GB,512GB,256GB
Mobile Phone,Toshiba,08C61D6D,Still case wish truth big maybe serve.,77933,2024-02-13,2024-03-14,4,David Bryant,Johnsonberg,East,N/A,Samsung Exynos,12GB,512GB,N/A
Laptop,Dell,45A7BAFB,Poor heavy reality hand party character material step return.,22219,2024-02-10,2024-02-28,10,Hector George,Jonesfurt,Central,i5,i5,12GB,1TB,1TB
Mobile Phone,Vivo,0F262B39,Commercial figure society difference sport trial.,109236,2024-07-30,2024-08-27,5,John Harper,Port Gary,Central,N/A,Snapdragon 8 Gen,4GB,256GB,N/A
Laptop,Motorola,3257D265,The easy score feeling wind professional prepare.,110097,2025-03-02,2025-03-18,1,Amanda King,Tannerstad,Central,i3,i3,32GB,512GB,2TB
Mobile Phone,Sony,2D5907DA,Easy question however story mind quickly picture age never job.,143874,2025-01-01,2025-01-26,2,Rachael Parsons,New Marymouth,East,N/A,MediaTek Dimensity,12GB,512GB,N/A
Laptop,Huawei,56C75538,Any everybody eight reveal capital training himself teacher manage we.,6278,2023-03-25,2023-03-28,7,Robert Oliver,New Janiceberg,Central,i3,i3,4GB,64GB,256GB
Mobile Phone,Microsoft,C1382EB7,Interview close table she bar worker more suffer property crime individual.,105036,2024-10-09,2024-10-22,3,Elizabeth Bates,Lake Bruceville,West,N/A,Samsung Exynos,8GB,64GB,N/A
Laptop,Toshiba,E800EB1A,Major ten difficult range TV lawyer yet law behind the.,25544,2024-05-21,2024-07-15,5,Julia Duke,East Patrickfort,West,i3,i3,4GB,128GB,256GB
Laptop,Apple,BBA48C17,Idea by role also she gas tend raise positive speak.,54256,2023-03-29,2023-05-12,8,Christopher Madden,Port Josephborough,West,Ryzen 3,Ryzen 3,32GB,512GB,1TB
Laptop,Sony,8B77F8E7,Wear meeting PM method clearly message just many movement never.,157251,2023-12-13,2024-01-27,9,Tamara Gibson,North Deborah,Central,i5,i5,8GB,128GB,512GB
Laptop,Vivo,5345617A,Half school help entire international simple million hit would.,58303,2023-12-07,2024-02-05,8,Jennifer Novak,New Nicole,South,i9,i9,12GB,64GB,256GB
Mobile Phone,Nokia,712D30E7,Technology sign identify page course strong.,50486,2024-11-15,2024-12-23,6,Robert Wilson,East Mariaborough,North,N/A,Apple A-Series,4GB,512GB,N/A
Mobile Phone,Motorola,424A5A1F,To everyone test population would rate power bar ever past drop significant without.,87411,2023-11-19,2023-11-22,2,Joseph Perez,New Robinfort,South,N/A,MediaTek Dimensity,32GB,1TB,N/A
Laptop,Huawei,B1FD9A91,Necessary school special here increase ground memory.,38306,2025-03-13,2025-03-31,3,Michael Phelps,Cohenberg,North,i3,i3,16GB,128GB,1TB
Laptop,Microsoft,525D5F68,Outside might professor hot report hold training brother.,7884,2024-08-12,2024-08-15,6,Brenda Gomez,Dodsonbury,South,i9,i9,6GB,64GB,512GB
Laptop,Asus,20F16CFD,Analysis thank wide music system end leg civil wrong.,104517,2024-12-03,2025-01-04,2,Mrs. Wendy Stanley,Bakerview,West,i7,i7,4GB,1TB,2TB
Laptop,iQOO,01916DA5,Again security despite responsibility war seat firm write recent meet.,71595,2025-01-26,2025-03-24,1,Ernest Smith,North Danielberg,West,Ryzen 3,Ryzen 3,8GB,128GB,256GB
Mobile Phone,Motorola,B5C1AC28,President almost other yourself artist former between about eat.,86544,2023-09-19,2023-11-11,1,Mark Salazar,West Joshuaton,East,N/A,Apple A-Series,12GB,128GB,N/A
Laptop,Vivo,DADE9551,Figure window area he similar hospital total open.,44752,2023-05-08,2023-06-15,6,Mark Nolan,East Anthonyland,West,i9,i9,32GB,128GB,2TB
Laptop,Samsung,A4D783D5,Other face well rich new card citizen those lay.,15467,2024-08-06,2024-09-13,10,Jesse Hartman,New Ashley,South,i9,i9,8GB,1TB,256GB
Laptop,Google,1F865E95,Magazine watch enough only over system by exist morning.,190587,2023-09-27,2023-11-18,10,Connor Gordon,Lake Matthewville,South,Ryzen 7,Ryzen 7,6GB,128GB,2TB
Laptop,Dell,50BEF0B2,Summer move may discuss wind be control provide prevent fire defense.,145793,2024-01-07,2024-01-16,6,Jason Smith,East Victorland,West,Ryzen 7,Ryzen 7,12GB,128GB,512GB
Laptop,Asus,367DFC03,Sign hard environment go his find very near lot edge side spend.,9082,2024-08-30,2024-10-12,3,Brandon Hernandez,South Nathanielton,East,i7,i7,32GB,64GB,1TB
Mobile Phone,Dell,B2AB701F,Serious gas take no growth finally leave factor daughter measure.,79460,2024-03-16,2024-04-14,10,Jackson Campos,New Reneeborough,South,N/A,Apple A-Series,12GB,1TB,N/A
Laptop,Vivo,0056248D,Player another region middle my indicate happen will law fire actually meet.,75861,2024-09-16,2024-10-24,4,Jeffrey Jensen,West Andreastad,North,i3,i3,6GB,1TB,2TB
Laptop,Vivo,A90F2647,Travel accept however woman remember benefit within as.,116617,2023-06-15,2023-07-09,6,Taylor Mercer,Nicoleborough,South,Ryzen 3,Ryzen 3,32GB,256GB,2TB
Laptop,Samsung,9FB757BC,Evening cut civil themselves piece argue religious truth tell talk.,30144,2024-11-29,2025-01-16,5,Timothy Hood,South Davidburgh,North,i9,i9,32GB,128GB,512GB
Mobile Phone,Huawei,D61596C8,Those citizen activity go resource treatment lead message this.,68580,2024-12-08,2024-12-28,7,Robert Graves,New Steven,South,N/A,Apple A-Series,16GB,64GB,N/A
Mobile Phone,Acer,8B49EE7C,System live song different too stop enjoy computer seek.,76011,2024-08-21,2024-10-01,4,Ronald Hill,Tracyfort,West,N/A,MediaTek Dimensity,8GB,1TB,N/A
Mobile Phone,Oppo,E99197F4,Mention participant receive either collection culture.,31597,2023-04-30,2023-05-20,4,Brooke Harris,East Stevenborough,South,N/A,MediaTek Dimensity,6GB,64GB,N/A
